"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Breadth Category","Quantitative Requirement","Writing Requirement"
"167","BUS 615","Marketing","Apply the fundamentals of marketing management including understanding competitive rationality, why competitive advantage needs to be managed as a process, and the creation and evaluation of customer equity. Learn how to formulate and implement offering, pricing, placement and marketing communication strategies that will lead to growth and competitive advantage. Students who have taken BUS 637 and BUS 638 may not take this course for further credit.",4,"","","","",FALSE,FALSE
"168","BUS 616","Philosophy of Management","Provides a basis for understanding the ethical and epistemological dimensions of working with varying cultural frameworks in relation to business.",4,"","","","",FALSE,FALSE
"169","BUS 618","Indigenous Business Management","In an increasingly complex global business environment, a critical perspective on organizations as a people-centered approach to business development and management is essential. The goals of this course are to provide real-world tools and strategies to excel within a variety of Indigenous business environments. Students will analyze contemporary organizational theory against Indigenous concepts and principles of management, change and relational wellbeing.",4,"","","Prerequisite: Only for students in the Indigenous Business Leadership.","",FALSE,FALSE
"170","BUS 621","Information Technology and Organizational Transformation","A seminar format will be used to discuss the concepts and frameworks essential to the effective management of information technology. Our focus will be on the strategic role that information systems play in organizations, their structure and components, and various perspectives on how to plan and manage this technology. Equivalent Courses: MBA621.",4,"","","","",FALSE,FALSE
"171","BUS 622","Fundamentals of Project Management in Indigenous Organizations","Fundamentals of project management and the roles in successful project leadership. Explores the project management life cycle, proven tools and techniques, and the role of the project manager. Introduces agile approaches to project management and contrasts with traditional approaches. Balances practice and theory while focusing on developing the skills to help Indigenous leaders become effective project managers.",4,"","","Prerequisite: Only for students in the IBL EMBA program.","",FALSE,FALSE
"172","BUS 626","Financial and Managerial Accounting for Indigenous Leaders","Considers financial governance, financial and managerial accounting and focuses on how decisions are made within an organization and the importance of planning and controlling functions. Designed for mid-career professionals, community and business leaders, and champions who share a concern for sustainable economic development, ethical business practices, nation-building, and self-determination. Prior knowledge of accounting or exposure to accounting courses is not a prerequisite.",4,"","","Prerequisite: Only for students in the IBL EMBA program.","",FALSE,FALSE
"173","BUS 630","Data and Decision Making for Indigenous Businesses","Considers data analytics including descriptive statistics and the tools and resources for gathering and interpreting data. Provides discussion of data visualization and techniques for communicating effectively using data to support the narrative. Explores methods of decision making and understanding of Indigenous data sovereignty. Indigenous-led initiatives to establish relevant, culturally based indicators and culturally appropriate methods to gather, store and share national-level statistics will also be discussed.",4,"","","Prerequisite: Only for students in the IBL EMBA program.","",FALSE,FALSE
"174","BUS 632","Operations Management","Focuses on the processes by which goods and services are produced and the impact of operations on corporate strategy and elements in the value chain.",4,"Students with credit for MBA 632 may not take this course for further credit.","","","",FALSE,FALSE
"175","BUS 633","Topics in Sustainability","Challenges and opportunities for businesses are explored through a holistic view of sustainability encompassing the ecological, social, and economic responsibilities of organizations in relation to implications for Indigenous and related businesses.",4,"","","","",FALSE,FALSE
"176","BUS 634","Policy and Governance","Examines Indigenous legal principles and values as resources for decision-making, with governance facilitated through the conscious adaptation and creation of Indigenous law in a contemporary business context.",4,"","","","",FALSE,FALSE
"177","BUS 635","Operational Finance","Provides a thorough understanding of the basics of finance and the application of financial frameworks for better managerial decision-making based on financial statements.",2,"","","","",FALSE,FALSE
"178","BUS 636","Corporate Finance","Provides a solid grounding in the basics of Corporate Finance, its principles and importance in capital structure issues. Corporate Finance issues are primarily the responsibility of senior management or corporate boards and require strategic high-level understanding that includes knowledge of capital budgeting, cost of capital, valuation, LBO structure, dividend policy and IPO.",2,"","","","",FALSE,FALSE
"179","BUS 637","Marketing Management","Provides an understanding of marketing management through the articulation and application of the fundamentals of marketing management, competitive rationality and creation & valuation of customer equity as well as managing competitive advantage as a process.",2,"","","","",FALSE,FALSE
"180","BUS 638","Marketing Strategy","An examination of how knowledge of an organization's customers, competitors and collaborators as well as its competencies enable those who direct marketing strategy to decide on the organization's target markets, and in turn formulate and implement offering, pricing, placement and marketing communication strategies that will lead to growth and competitive advantage.",2,"","","","",FALSE,FALSE
"181","BUS 639","Financial Statement Analysis","Provides an understanding of the linkages between financial statements such as annual reports and prospectuses including the three principal financial statements (balance sheet, income statement and cash flow statement) and how useful information about a company can be extracted from them.",2,"","","","",FALSE,FALSE
"182","BUS 640","Managerial Accounting","Provides theoretical and practical knowledge of how to use accounting information for strategic planning and decision making from a variety of stakeholder perspectives.",2,"","","","",FALSE,FALSE
"183","BUS 641","Cross Cultural Management","Focuses on the ability to understand the influence of crossing national and cultural boundaries on organizations and on organizational practices. Special emphasis will be placed on the management of people and groups in international organizations.",2,"","","","",FALSE,FALSE
"184","BUS 642","International Competitive Strategy","Focuses on building global competency and management skills needed to develop strategies, design organizations, and manage the operations of companies whose activities span national boundaries.",2,"","","","",FALSE,FALSE
"185","BUS 643","Entrepreneurship","An overview of entrepreneurial thinking and action important to entrepreneurs or persons who want to exhibit an entrepreneurial spirit, including: opportunity discovery; entrepreneurial strategy and implementation; and innovation in the context of uncertainty, ambiguity and risk.",2,"","","","",FALSE,FALSE
"186","BUS 644","Entrepreneurial Finance","Provides a thorough understanding of how venture capital works and what an entrepreneur or potential investor in start-ups needs to know about business plans, opportunity assessment, valuation, financing, structuring and due diligence.",2,"","","","",FALSE,FALSE
"187","BUS 645","Capstone Simulation","Comprehensive exam.",2,"","","","",FALSE,FALSE
"188","BUS 646","Managing Innovation","Addresses the theory and practice of the management of innovation in order to improve the innovative capacity of a firm, including strategy and tools to help firms create and capture value from innovation under conditions of technology and/or market uncertainty.",2,"","","","",FALSE,FALSE
"189","BUS 647","Entrepreneurship and Innovation","Facilitates the understanding of entrepreneurs and entrepreneurship by providing conceptual tools which can be used to launch and run a business as a startup or within an existing company.",4,"","","","",FALSE,FALSE
"190","BUS 648","Indigenous Business and Communities","Focuses on the matters involved when businesses are operating, or intend to operate, in the traditional territories of First Nations or other Indigenous Peoples. Cases where Indigenous relations were significant factors in the success or failure of businesses or major products will be examined, and a sense of potential challenges and opportunities with regard to Indigenous engagement will be explored.",2,"","","","",FALSE,FALSE
"191","BUS 649","Corporate Responsibility","A holistic view of corporate responsibility encompassing the social, ecological, and economic responsibilities of organizations. Integrative approaches will be used to learn about topics such as philosophies of corporate social responsibility and environmental sustainability, sustainable business models, corporate transparency and reporting, embedding corporate responsibility into organizational cultures, and responsible leadership.",2,"","","","",FALSE,FALSE
"192","BUS 650","Business Ethics","Examines the rising interest, relevance and importance of business ethics to both effective managers in the firm and to efficient administrators in government and not-for-profit organizations.",2,"","","","",FALSE,FALSE
"193","BUS 651","Managerial Economics","The application of modern microeconomic theory to problems of managerial decision-making. The importance of both economic models and quantitative applications are explained. Topics include demand, cost and productivity analysis; the analysis of market structure and firm strategy, international competition and trade; organizational economics; and the analysis of risk, uncertainty and information. Equivalent Courses: MBA651.",4,"","","","",FALSE,FALSE
"194","BUS 652","Special Topics in Business Administration","Course content varies from term to term. Specific course outlines must receive prior approval of the graduate program committee.",3,"","","","",FALSE,FALSE
"195","BUS 653","Special Topics in Business Administration","Course content varies from term to term. Specific course outlines must receive prior approval of the graduate program committee.",2,"","","","",FALSE,FALSE
"196","BUS 654","Special Topics in Business Administration","Course content varies from term to term. Specific course outlines must receive prior approval of the graduate program committee.",2,"","","","",FALSE,FALSE
"197","BUS 655","Special Topics in Business Administration","Course content varies from term to term. Specific course outlines must receive prior approval of the graduate program committee. Graded on a satisfactory/unsatisfactory basis.",2,"","","","",FALSE,FALSE
"198","BUS 657","Marketing Strategies for Indigenous Leadership","Explores and advances strategic issues facing marketing decision-makers. Examines marketing approaches in Indigenous and multicultural contexts across a number of industries including government, private sector, entrepreneurial, social enterprise and healthcare. Designed for participants with a range of marketing expertise. A variety of approaches will be employed including seminars, workshops, guest speakers, and teamwork.",4,"","","Prerequisite: Only for students in the IBL EMBA program.","",FALSE,FALSE
"199","BUS 660","Special Topics in Business Administration","Course content varies from term to term. Specific course outlines and bibliographies must receive prior approval of the graduate program committee.",4,"","","","",FALSE,FALSE
"200","BUS 661","Special Topics in Business Administration","Course content varies from term to term. Specific course outlines and bibliographies must receive prior approval of the graduate program committee.",4,"","","","",FALSE,FALSE
"201","BUS 662","Negotiations","Negotiation is the art and science of securing agreements between two or more parties that are interdependent and who are seeking to maximize their outcomes. The central issues of this course deal with understanding behaviour of individuals, groups and organizations in the context of competitive situations. Graded on a satisfactory/unsatisfactory basis.",2,"","","","",FALSE,FALSE
"202","BUS 663","Special Topics in Business Administration","Course content varies from term to term. Specific course outlines and bibliographies must receive prior approval of the graduate program committee.",4,"","","","",FALSE,FALSE
"203","BUS 664","New Ventures","The challenge in business today is to move away from functional silos and adopt an innovative, cross-functional approach to problem-solving. Consistent with this challenge, our focus will be on entrepreneurship, or the ""pursuit of opportunity without regard to resources currently controlled"".",4,"","","","",FALSE,FALSE
"204","BUS 665","Indigenous Policy and Governance","Examines Indigenous legal values and considers their application in governance contexts to promote the resurgence of Indigenous social, political, cultural and economic success. Considers Indigenous legal principles and values and shows that they still exist as resources for decision-making in contemporary circumstances. Discusses how Indigenous law and policies can be reinvigorated and reinvented to enhance governance and policy within Indigenous communities. Considers how corporations and other commercial actors can benefit from understanding, applying and incorporating Indigenous law in their agreements with Indigenous peoples.",4,"","","Prerequisite: Only for students in the IBL EMBA program.","",FALSE,FALSE
"205","BUS 668","Financial Management for Indigenous Leadership","Equips participants with knowledge of financial principles, tools to assess value and strategies to communicate decisions to financial stakeholders. Modules focus on specific financial skills, including interpreting financial statements, analyzing corporate financial performance and evaluating an organization’s capital structure. Provides a conceptual toolkit to assist Indigenous leaders in making financial decisions and the confidence to clearly articulate those decisions to Indigenous and non-Indigenous stakeholders.",4,"","","Prerequisite: Only for students in the IBL EMBA program.","",FALSE,FALSE
"206","BUS 670","Accounting for Decision Making","The development and analysis of financial statements and their role in financial and strategic decisions.",4,"Students with credit for MBA 670 may not complete this course for further credit.","","","",FALSE,FALSE
"207","BUS 672","Special Topics","Special topics related to sustainable Indigenous economic development initiatives and governance.",4,"","","Prerequisite: Only for students in the IBL EMBA program.","",FALSE,FALSE
"208","BUS 675","Indigenous Economies","Indigenous economies goes beyond the economic realm of merely providing sustenance to individuals. The course encompasses global Indigenous worldviews, theories and concepts of Indigenous economy based on traditional principles of wealth and value. Students will acquire an understanding of the philosophical and ethical application of Indigenous economic worldviews.",4,"","","Prerequisite: Only for students in Indigenous Business Leadership.","",FALSE,FALSE
"209","BUS 679","Business Strategy for Indigenous Leaders","Business Strategy provides students with the knowledge and tools to become a purpose-driven business leader. This course explores the tools and concepts of strategy, from internal and external analysis and competitive advantage to corporate strategy. We will examine how Indigenous business strategic practices and views can transform firms into catalysts for change.",4,"","","Prerequisite: Only for students in the IBL EMBA program.","",FALSE,FALSE
"210","BUS 681","Leadership and Teamwork","Leadership theory, interpersonal relations and group dynamics in organizational life, and the development of perceptual and communication skills in small groups. Equivalent Courses: MBA681.",4,"","","","",FALSE,FALSE
"211","BUS 683","Negotiations for Indigenous Leaders","Provides opportunities to analyze negotiating style, develop a practical understanding of effective negotiating behaviours and improve abilities to plan and conduct successful day-to-day negotiations in a variety of situations. Emphasis will be on skill development through simulated negotiations situations and case studies. Explores the role that cultural protocols, history and Indigenous views play in successful negotiated solutions.",2,"","","Prerequisite: Only for students in the IBL EMBA program.","",FALSE,FALSE
"212","BUS 687","Applied Project Preparation","Offers the opportunity for students to begin the preparation and planning of their individual Applied Projects. Includes discussion of the principles and fundamental elements of planning and preparation for applied project. Students will decide on a topic, develop their project concept, prepare a work plan and create an outline, and identify reasonable milestones and deliverables.",2,"","","Prerequisite: Only for students in the IBL EMBA program.","",FALSE,FALSE
"213","BUS 689","Special Topics in Business Administration","Course content varies from term to term. Specific course outlines and bibliographies must receive prior approval of the graduate program committee.",3,"","","","",FALSE,FALSE
"214","BUS 691","Business, Community and Government","Examines the rationale for and nature of government intervention, and the impact of public policies on business.",4,"Students with credit for MBA 691 may not take this course for further credit.","","","",FALSE,FALSE
"215","BUS 692","Indigenous Sustainability","Explores strategies as to how Indigenous businesses and organizations can create and foster sustainable economic opportunities. Identifies Indigenous sustainable practices and encompasses the ecological, social, and economic responsibilities of organizations. Alternative philosophies and theories are considered along with corporate responsibility. Explores how modern businesses are re-aligning and reinventing corporate strategies toward more sustainable business models.",4,"","","Prerequisite: Only for students in the IBL EMBA program.","",FALSE,FALSE
"216","BUS 696","Applied Project","Students will undertake a strategic firm analysis or public policy analysis (public sector students). Students may undertake other types of projects with permission of the academic director. Graded on a satisfactory/unsatisfactory basis.",6,"","","","",FALSE,FALSE
"217","BUS 697","Applied Project","The Applied Project is the final course of the IBL EMBA program. Students are required to prepare an extensive academic research assignment. The process involves a review of the literature and application of frameworks, models, concepts and theories from the courses to a specific business problem or situation, for which students develop practical recommendations. Graded on a satisfactory/unsatisfactory basis.",4,"","","Prerequisite: Only for students in the IBL EMBA program.","",FALSE,FALSE
"218","BUS 698","Directed Studies in Business Administration","Individual study with a faculty member. The course outline must be approved by the graduate program committee.",4,"","","","",FALSE,FALSE
"219","BUS 699","Orientation Retreat","An intensive 3-day program of experiential activities to develop knowledge, skills, and strategies for success in a team-based learning environment. This course is graded on the satisfactory/unsatisfactory basis.",0,"","","Prerequisite: Admission to the EMBA program.","",FALSE,FALSE
"220","BUS 700","Orientation","Intensive program for SFU Beedie graduate students to meet each other and develop both individual and group strategies for academic success. Through experiential learning and team-building activities students develop a deeper understanding of the skills and knowledge that contribute to an effective team-based learning environment. Students will also learn about program-specific academic expectations, academic and administrative resources, and supports available at Simon Fraser University. Graded on a satisfactory/unsatisfactory basis.",0,"","","","",FALSE,FALSE
"221","BUS 702","Marketing Management","An introduction to the application of pricing, promotion, channel selection and product planning to marketing decisions. The strategic consideration of marketing management and its impact on the firm will be discussed.",3,"","","","",FALSE,FALSE
"222","BUS 703","Managerial Economics","Application of economic concepts to tactical and strategic business decision-making for managers. Students who have taken BUS 552 or BUS 751 may not take this course for further credit.",3,"","","","",FALSE,FALSE
"223","BUS 704","Leadership and Teamwork","Understanding dynamics and leadership of successful teams. Graded on a satisfactory/unsatisfactory basis.",3,"","","","",FALSE,FALSE
"224","BUS 705","Financial/Managerial Accounting","Analysis of financial statements and their role in organizational life. Concepts and principles in financial accounting from a user perspective. The use of accounting information for managerial decisions. Students who have taken BUS 510 or BUS 766 may not take this course for further credit.",3,"","","","",FALSE,FALSE
"225","BUS 706","Business Analytics","The use of quantitative or statistical techniques in managerial decision-making. Students who have taken BUS 553 may not take this course for further credit.",3,"","","","",FALSE,FALSE
"226","BUS 707","Business Ethics","An examination and review of contemporary thinking on the changing role of business and business persons in the operations of society. The course explores the changing legal, ethical, and regulatory environments of business focusing on the critical alignments of values, policies, technology and legal approaches between the modern organization and its broader public. Students who have taken BUS 511 or BUS 753 may not take this course for further credit.",2,"","","","",FALSE,FALSE
"227","BUS 708","Financial Management","Financial management issues including financial analysis, diagnosis of short-term funding needs, financial structure, cost of capital and valuation. Students who have taken BUS 555 or BUS 764 may not take this course for further credit.",3,"","","Prerequisite: BUS 705.","",FALSE,FALSE
"228","BUS 709","Managing Information","An introduction to the theories and practices of managing information technology. Uses case studies to analyze complex situations and develop skills necessary to select, deploy and use information systems.",3,"","","","",FALSE,FALSE
"229","BUS 710","Managing Global Enterprises","This course focuses on managerial challenges facing firms that operate (or intend to operate) in emerging markets, and ways in which these challenges can be addressed. Such challenges refer to interfaces between firms and elements in their internal and external environments.",3,"","","","",FALSE,FALSE
"230","BUS 711","Negotiation and Conflict Resolution","Students will learn about interest-based negotiation and conflict resolution theory, strategize and plan for various negotiations and conflict situations and be able to put into practice a practical, efficient, and productive process for negotiating agreements and resolving conflict. Graded on a satisfactory/unsatisfactory basis.",3,"","","","",FALSE,FALSE
"231","BUS 712","Managing a Globalized Workforce","Exposure to the dilemmas and opportunities that arise within international and multicultural work environments needed in dealing with a global business environment. Strategies for adopting organizational practices that address these issues will be discussed. Emphasis will be placed on the management of people and groups in international organizations. The focus of the course is on the interaction between people in international work settings rather than interactions between specific countries and/or cultures.",2,"","","","",FALSE,FALSE
"232","BUS 714","Entrepreneurship","The purpose of this course is to teach the basic skills of venturing - how to translate an entrepreneurial vision into action. The course also provides an opportunity for participants to explore their personal situation and assess the desirability of an entrepreneurial career.",3,"","","","",FALSE,FALSE
"233","BUS 715","Operations Management","Students will examine the processes and methods that enable organizations to achieve better productivity, quality, time and information performance. Design and control aspects of effective operations management as they relate to service and manufacturing entities will also be discussed. The course will explore the management of operating systems, including allocation and scheduling of resources; control of costs, inventories, quality, and manpower; design of operating systems including location, layout and manpower; establishment of work methods and standards.",3,"","","","",FALSE,FALSE
"234","BUS 716","Sustainability","Students will explore how businesses are realigning or reinventing their organizations toward more sustainable business models. Developments that enable organizations to reduce their firms' negative environmental and social impacts while increasing profits and competitive advantage will be discussed. Students will also learn about management systems and initiatives for improving the environmental and social performance of organizations and the business system as a whole.",3,"","","","",FALSE,FALSE
"235","BUS 718","Business Strategy","A capstone course in strategy that integrates material learned in the program's more micro-focused courses, this course focuses on the development and implementation of organizational-level strategies.",3,"","","Prerequisite: 30 units of course work in the MBA program.","",FALSE,FALSE
"236","BUS 719","Managing People and Organizations","Develops an understanding of issues in the management of people and work as well as the design and functioning of organizations. The field of organization theory and management currently includes a number of different conceptual perspectives. Focuses on four major views (frames) that comprehend much of the existing theory and research on organizations. Students who have taken BUS 557 may not take this course for further credit.",3,"","","","",FALSE,FALSE
"237","BUS 720","Special Topics in Business Administration","Special topics in business administration.",2,"","","","",FALSE,FALSE
"238","BUS 721","Special Topics in Business Administration","Special topics in business administration.",3,"","","","",FALSE,FALSE
"239","BUS 722","Special Topics in Business Administration","Special topics in business administration.",4,"","","","",FALSE,FALSE
"240","BUS 723","Introduction to Managerial Thought","Provides students with an integrated introduction to the courses they will take in each semester. Semester instructors teach a case or analyze a business from the perspective of their course.",2,"","","","",FALSE,FALSE
"241","BUS 724","Organizational Analysis","A behavioural simulation during which students assume the leadership positions of a diversified multinational corporation. Gives students an opportunity to apply and integrate the knowledge acquired with a heavy emphasis on giving and receiving effective feedback.",2,"","","","",FALSE,FALSE
"242","BUS 725","International Applied Project","Designed to expose students to a new cultural and institutional setting in ways that will not only educate them about this particular setting but will also help them gain a broader understanding of the complexities of working in a multi-cultural business environment. Graded on a satisfactory/unsatisfactory basis.",2,"","","","",FALSE,FALSE
"243","BUS 726","Business Innovation and Creativity","Explores the process of innovation. Students will use tools developed for the purpose of understanding customers' experience with products and services, such as the customer's ""journey"" and the stakeholders involved. They will learn to frame business issues in terms of the customer's perspective, how customers' experience can be understood through observational research, and how solutions can be developed through structured creative thinking.",2,"","","","",FALSE,FALSE
"244","BUS 727","MBA Internship","Final term internships or approved entrepreneurial projects. Graded on a satisfactory/unsatisfactory basis.",0,"","","","",FALSE,FALSE
"245","BUS 728","Research Practicum","Students in a PhD program may substitute Research Practicum for MBA Internship. A supervised research practicum of two to eight months involving research-related activities such as the design, collection, review, analysis and reporting of research related data. Graded on a satisfactory/unsatisfactory basis.",0,"","","Prerequisite: Admission to a PhD program.","",FALSE,FALSE
"246","BUS 729","Capstone Simulation","A capstone experience and a comprehensive examination for the MBA program.",2,"","","","",FALSE,FALSE
"247","BUS 730","Indigenous Business Environments in Community","Designed to complement BUS 741 by providing the opportunity to engage in dialogue with community leaders in context. Students are expected to demonstrate integration of learning from BUS 741 with the experiences and learnings of visiting Indigenous communities. Graded on a satisfactory/unsatisfactory basis.",2,"","","Prerequisite: BUS 741.","",FALSE,FALSE
"248","BUS 733","Negotiations","Negotiation is the art of and science of securing agreements between two or more parties that are interdependent and who are seeking to maximize their outcomes. The central issues of this course deal with understanding the behaviour of individuals, groups and organizations in the context of competitive situations. Graded on a satisfactory/unsatisfactory basis.",2,"","","","",FALSE,FALSE
"249","BUS 734","Entrepreneurship","This introductory course is intended to facilitate ways of understanding entrepreneurs and entrepreneurship as well as to provide students with conceptual tools which can be used to launch and run their own businesses. Students will assess, explore, critique and celebrate entrepreneurship.",4,"","","","",FALSE,FALSE
"250","BUS 735","Sustainability","Explore how businesses are realigning or reinventing towards more sustainable models. Examine the key tension that underlies organizational efforts to embed sustainability: reliably and effectively delivering on existing sustainability commitments while making way for the ground breaking innovations that will significantly improve sustainability.",4,"","","","",FALSE,FALSE
"251","BUS 736","Leading Self & Others","Gain an accurate assessment of your strengths and challenges as an employee of an organization in a fast moving business environment: bring your skills and knowledge of working with people in a simulated organization where your actions will be reflected on by yourself and others. Graded on a satisfactory/unsatisfactory basis.",2,"","","","",FALSE,FALSE
"252","BUS 737","Business Strategy","Focus of the course is divided into four components: Strategic Fit, Industry Structure, Industry and Firm Level Value Chains, and Case Studies. Learn the principles of strategic management to gain an understanding of what strategy is, how it is constrained, formulated, developed and implemented.",4,"","","","",FALSE,FALSE
"253","BUS 738","Operations Management","Explore both design and control aspects of effective operations management as they relate to service and manufacturing entities; and the management of operating systems, including allocation and scheduling of resources (control of costs, inventories, quality and manpower).",4,"","","","",FALSE,FALSE
"254","BUS 739","Managing Information","Exposes you to the macro theories and concepts of contemporary MIS across a range of industries and organizations. Rather than create technicians or ClOs, the focus is to create knowledge/primary understanding of how management information systems can be effectively and efficiently applied by senior managers and organizations.",4,"","","","",FALSE,FALSE
"255","BUS 740","Managing Across Cultures","Introduces the area of international and cross-cultural management. Focuses on the interaction between people in international work settings. Conveys a way of thinking that increases the students ability to understand the influence of crossing national and cultural boundaries on organizations and on organizational practices.",2,"","","","",FALSE,FALSE
"256","BUS 741","Indigenous Business Environments","Focuses on advancing conversations across local and global business environments where Indigenous worldviews, aspirations and intergenerational perspectives influence business development. Emphasis is placed on understanding Indigenous philosophies of wealth and value that inform Indigenous approaches to business, entrepreneurship and economic development.",2,"","","","",FALSE,FALSE
"257","BUS 750","Managing Technological Innovation","This course examines successful product and process innovations in industry, as well as the effective organization and management of the technological change process in new ventures, multi-divisional and multinational enterprises.",4,"","","","",FALSE,FALSE
"258","BUS 751","Managerial Economics for Technology Firms","The purpose of this course is to introduce students to basic concepts in microeconomics and to explore the relevance of economic reasoning to managerial decision-making, both tactical and strategic. The importance of economic concepts, economic models and quantitative applications will be emphasized and applied to problems regularly encountered by technology managers. Students who have taken BUS 552 or BUS 703 may not take this course for further credit.",4,"","","","",FALSE,FALSE
"259","BUS 752","Strategic Management of Technology-Based Firms","This course deals with how technology-based firms develop and implement strategies to create competitive advantage. The module treats strategy at two levels of analysis: (a) the overall strategy of the firm and (b) the technology strategy of the firm.",4,"","","","",FALSE,FALSE
"260","BUS 753","Business Ethics","This course addresses how to navigate the moral quandaries, issues and debates raised by direct participants and stakeholders in the high-tech economy. Topics include character building practices, moral stages in the high-tech career, corporate social responsibility, the role of reputation capital in the high-tech firm, and the moral and legal obligations of the expert. Students who have taken BUS 511 or BUS 707 may not take this course for further credit.",2,"","","","",FALSE,FALSE
"261","BUS 754","Marketing Tech-based Products and Services","What differentiates high-tech markets from more traditional ones is the environment of shrinking product life cycles, rapid changes in information and knowledge and great uncertainty about competitors. This course is designed to teach strategies for developing and executing marketing strategies in technology-intensive markets. Students who have taken BUS 556 may not take this course for further credit.",4,"","","","",FALSE,FALSE
"262","BUS 755","Topics in International Business","This course will address emerging issues in international business relevant to technology intensive firms. Globalization means that cross-cultural business interactions have become more commonplace.",2,"","","","",FALSE,FALSE
"263","BUS 756","Strategic Use of Information and Knowledge","This course will demonstrate, through cases and discussion, how information can be used to support decision-making, monitor operations and enable global communications. Topics will include knowledge management and information technology to support a learning organization.",4,"","","","",FALSE,FALSE
"264","BUS 757","Negotiations","Negotiation is the art and science of securing agreements between two or more parties that are interdependent and who are seeking to maximize their outcomes. Graded on a satisfactory/unsatisfactory basis.",2,"","","","",FALSE,FALSE
"265","BUS 758","Business Operations Design","The Business Operations Design course integrates organizational theory and operations management theory to provide a working knowledge of the key elements involved in designing and operating organizations. The aim is to introduce students to the best current thinking for creating effective organizational configurations that realize a desired strategy and achieve the accompanying performance.",4,"","","","",FALSE,FALSE
"266","BUS 759","Special Topics","This course provides flexibility to address emergent topics in Technology Management.",4,"","","","",FALSE,FALSE
"267","BUS 761","Leadership for the Technology Driven Enterprise","Developing and balancing critical management competencies at the individual, interpersonal, team and organizational levels. Focus is on effective organization, motivation and leadership.",2,"","","","",FALSE,FALSE
"268","BUS 762","Project Management","In high technology firms, projects are a way of life. The introduction of a new product or service, the redesign of an information system, and the opening of a new warehouse are all examples of projects that the technology-driven manager may encounter. This course demonstrates how complexity can be managed in a manner that increases the probability of project success. As a course assignment, students develop their own plan for the project/internship phase of the program.",4,"","","","",FALSE,FALSE
"269","BUS 763","Managing Self and Others: An Organizational Simulation","An intensive 3-day simulation where students discover what they would actually do when confronted with the reality of working in a company with multiple interdependencies, financial and geographical constraints and a complex and changing environment. Graded on a Satisfactory/Unsatisfactory basis.",2,"","","","",FALSE,FALSE
"270","BUS 764","Financing the Organization","The objective is to teach the foundations of applied finance with respect to the capital raising process and the creation of finance-able business plans. A company 'life cycle' approach to financial development is utilized and topics explored include the entrepreneurial process, angel and venture capital financing, legal entities and capital structure, term sheet negotiations, business valuation techniques, going public, debt financing, mergers and acquisitions, financial contracting. Students who have taken BUS 555 or BUS 708 may not take this course for further credit.",4,"","","","",FALSE,FALSE
"271","BUS 766","Financial and Managerial Accounting","Concepts and principles in financial accounting from the user perspective and the use of accounting information for managerial decision-making. Students who have taken BUS 510 or BUS 705 may not take this course for further credit.",4,"","","","",FALSE,FALSE
"272","BUS 770","Special Topics","",2,"","","","",FALSE,FALSE
"273","BUS 771","Special Topics","",2,"","","","",FALSE,FALSE
"274","BUS 772","Special Topics","",2,"","","","",FALSE,FALSE
"275","BUS 773","Special Topics","",2,"","","","",FALSE,FALSE
"276","BUS 774","Special Topics","",4,"","","","",FALSE,FALSE
"277","BUS 776","Special Topics in Biotechnology","",4,"","","","",FALSE,FALSE
"278","BUS 778","Directed Studies in Management of Technology","Individual study with a faculty member. A course outline must be approved by the graduate program committee.",4,"","","","",FALSE,FALSE
"279","BUS 780","Applied Project","Students will undertake a strategic business analysis and write an extended essay jointly supervised by a Simon Fraser University faculty member and an industry partner. The Management of Technology program director and a faculty member will negotiate the purpose, content and deliverables of each project with the student and the sponsoring organization. Graded on a satisfactory/unsatisfactory basis.",6,"","","","",FALSE,FALSE
"280","BUS 782","Capstone Simulation","A Comprehensive Examination for the MOT MBA program.",2,"Students with credit for BUS 645 and BUS 729 may not take this course for further credit.","","","",FALSE,FALSE
"281","BUS 783","Entrepreneurship","An overview of entrepreneurial thinking and actions such as: opportunity discovery; strategy and implementation; innovation in the context of uncertainty, ambiguity and risk.",4,"","","","",FALSE,FALSE
"282","BUS 784","Special Topics","Special topics in business administration. Students may repeat this course for further credit under a different topic.",2,"Students with credit for BUS 725 may not take this course for further credit.","","","",FALSE,FALSE
"283","BUS 786","Data Science for Business","Data science tools like data wrangling, data analytics and visualization are introduced as they apply to areas such as marketing, human resources and operations management. Through a hands-on approach, students will learn various Python packages and Jupyter notebooks and how to use these tools to execute relevant data science techniques on complex data with a special focus on natural language processing, which is essential to understanding various textual information collected through various business processes.",3,"","","","",FALSE,FALSE
"284","BUS 790","Lab to Market","Innovation management frameworks are introduced and applied to articulate value propositions, assess viability, and manage resources in the commercialization of science. The students will apply these frameworks to an invention within their own lab or a related interest.",2,"","","","",FALSE,FALSE
"285","BUS 791","Opportunity Identification and Assessment","Frameworks for identifying customers, prioritizing target markets, customer segmentation, technology adoption, product development and product/service pricing. Students will define value propositions for an invention within their own lab.",2,"","","","",FALSE,FALSE
"286","BUS 792","Financial Literacy for Entrepreneurs","Develop proficiency in performing financial calculations and in reading and interpreting financial statements. Students will choose a public corporation of interest and will intepret the information found in their annual financial statements.",2,"","","","",FALSE,FALSE
